I was walking down a dark alley and saw a homeless person peeing.,I was walking down a dark alley and saw a homeless person getting mugged.
My shoulder was not paining me few minutes ago ,My shoulder was paining me few minutes ago 
I tried to do my hair myself. I saved money by not going to a professional.,I tried to do my hair myself.
I went on Twitter and posted a new recipe I came up with.,I went on Twitter and posted a new recipe I came up with. People didn't like it and posted negative comments.
I was invited to a bingo game. I won a few hundred dollars as winnings.,I was invited to a bingo game. I won a gift card for yelling out bingo.
My wife and I put up a lot of decorations for Halloween. Pictures of it became viral and our house was featured on national TV!,My wife and I put up a lot of decorations for Halloween. It was a hit with the neighborhood.
I laid out a picnic blanket in what turned out to be a patch of clover.,I laid out a picnic blanket in what turned out to be a patch of stinging nettles.
I saw two kangaroos boxing in my backyard and made a video.,I saw two kangaroos boxing in my backyard and got hit by a stray smack.
"I went outside to fly a kite. The wind pitched my kite high up into the sky, and I played for hours.","I went outside to fly a kite. The wind wasn't very strong, but I got my kite up in the air."
My new computer is mailed to my house. I put it in my room and start installing my games on the hard drive.,My new computer is mailed to my house.
I went skydiving for the first time. I screamed all the way down and passed out.,I went skydiving for the first time. I hit several tree branches while landing and got many scratches
My dad built a tire swing for me in the back yard with a tractor tire he brought home from work. ,"My dad built a tire swing for me in the back yard with a tractor tire he brought home from work.  One day when I was swinging on it, the branch broke and I fell. "
I lost a bet with my father. I was forced to clean out his garage and go to the dump for him.,"I lost a bet with my father. I had to repair his wrap around porch, adding railings, at my expense."
Ugh! There are coffee grounds at the bottom of my cup of coffee.,Ugh! There are pepper grounds at the bottom of my cup of coffee.
"I went to the nursing home, and saw my grandma.","I went to the nursing home, and it was off limits."
I dragged raced against my friend.,I dragged raced against my friend. We were caught by the police.
I went to a high school reunion. I got a stomach ache and couldnt attend.,I went to a high school reunion. I fell down and broke my leg.
I became determined to find out why the dishwasher doesn't drain.,I became determined to find out why the dishwasher doesn't drain. I checked to see if the main drain was clogged but it wasn't.
I took a walk in the park this afternoon.,I took a walk in the parking lot this afternoon.
My nephew is visiting from England. We sat and spoke for a while to catch up.,My nephew is visiting from England.
I was promoted to assistant manager at the McDonald's. I have to work more hours but I don't get more money.,I was promoted to assistant manager at the McDonald's. .I get shouted at by customers for 60 hours a week for no additional money.
I decided to buy ten tickets at my church's raffle.,I decided to buy ten tickets at my church's raffle. I didn't win anything.
"I saw a wild mountain lion while hiking alone. The animal stared at me, staring at my face.","I saw a wild mountain lion while hiking alone. The animal crouched, ready to pounce toward me."
I was waiting for my plane at the airport. My plane was a half hour late.,I was waiting for my plane at the airport. I had gone to the airport on the wrong day.
I started writing a novel.,"I started writing a novel. I cant focus well, i have been slacking off."
My car brokedown.,My car brokedown.  I had to buy new tires.
"At the video arcade, I was able to meet some of my old friends from middle school. We were able to talk about our old experiences together.","At the video arcade, I was able to meet some of my old friends from middle school. However, none of them had a recollection of me."
I took my dog to the beach. We walked and went back home.,I took my dog to the beach.
I rented a beach house last month.,I rented a beach house last month. There were cigarettes in the ashtray when we got there.
my son takes me to a baseball game. Our team pulls ahead of the other team by 7 points.,my son takes me to a baseball game.
I invited everyone over for a nice potluck dinner. There was plenty to eat and everyone had fun.,I invited everyone over for a nice potluck dinner.
"I took my dog for a walk. My dog was barking at everyone, he wasn't having a nice time.",I took my dog for a walk. The leash broke and my dog attacked a girl.
I put a scoop of coconut ice cream in my bowl. ,I put a scoop of dried apricots in my bowl. 
I ate a burrito for dinner.,I ate a burrito for dinner.  I didn't feel well afterwards.
I went to walk my dog in the park. My dog made friends with other dogs in the park.,I went to walk my dog in the park.
My girlfriend stayed with me overnight.,My girlfriend stayed with me overnight. I said something stupid and she slapped me.
The teacher called me up the front of the class to introduce myself.,The teacher called me up the front of the class to introduce myself. I got nervous when I saw everyone and I started to stutter.
"When I hired the detective to see if my husband was having an affair, he waited in the parking garage while I was out, and saw my husband drive up, park, and shake hands with a well-dressed man carrying a briefcase who walked over as if on cue.","When I hired the detective to see if my husband was having an affair, he waited in the parking garage while I was out, and saw my husband drive up, park, and a woman who might have been an 'escort' got out of the passenger side, dressed in a skin-tight, short dress and carrying a bottle of liquor."
I began to raise turkeys in my yard. I had some delicious meat for dinner.,I began to raise turkeys in my yard.
I made a bird house. I put it outside but there was a storm that knocked it out of the tree.,I made a bird house. I put it outside but the birds were attacked by a stray cat when they went inside.
I went into a rainforest to document the wildlife. I got bit all over by mosquitoes.,I went into a rainforest to document the wildlife. I slipped into a river and ruined all of my equipment.
My dad brought me a set of speakers.  The speakers went well with my home entertainment system and new computer.,My dad brought me a set of speakers.  The speakers went well with my new computer.
I went for a walk on a bridge. The day was peaceful with no ill events.,I went for a walk on a bridge.
I decided to go on vacation to Australia.,I decided to go on vacation to Australia. The heat was absolutely brutal.
I was playing the guitar on the street. A business owner told me to leave.,I was playing the guitar on the street. I was arrested for loitering on the street.
"They built a new bridge near where I live to alleviate traffic, people still take the old route.","They built a new bridge near where I live to alleviate traffic, it made traffic worse by my house."
I was in a car accident today. My car was totaled but I was not hurt.,I was in a car accident today. My friend drove me to the hospital to have my injuries looked at.
My son bought me a cake.,My son bought me a cake. It was a plain cake.
"I planted some flowers in the big pot on the front stoop, and are still blooming.","I planted some flowers in the big pot on the front stoop, and the deer ate them."
I've been using a fifteen pound medicine ball to workout for the last month and my cardio has improved noticeably.,I've been using a fifteen pound medicine ball to workout for the last month and I'm not sure I've seen any results.
I read a book by Stephanie Meyer. It was the most god-awful attempt at English prose I've ever seen.,I read a book by Stephanie Meyer. The awful prose and sexism infuriated me so much I sent Stephanie Meyer death threats.
I took my cat to the ve.t I found out there is nothing wrong with his health.,I took my cat to the vet
I was playing basketball with my friends. We entered a tournament and won first place with a cash prize.,I was playing basketball with my friends. We entered a tournament and won first place.
I dropped a heavy iron skillet on my foot.,I dropped a heavy iron skillet on my foot. I was barefoot and cracked a toe bone.
The back seat of the taxi I rode in smelled of leather.,The back seat of the taxi I rode in smelled of cigarettes. 
I ordered a new video game online last week on Amazon. It took a month to get to my house despite the promised two day shipping.,"I ordered a new video game online last week on Amazon. It got to my house today but when I opened it, it was not the game that was advertised."
The pharmacy made me wait to refill my prescription.,The pharmacy was completely out of my prescription.
I stopped to eat a fast food restaurant.,I stopped to eat a fast food restaurant. My food was a bit too cold.
"There was a COVID outbreak in my city. It is slowly expanding, there are some new cases.","There was a COVID outbreak in my city. There are a lot of new cases, there are some deceased patients."
"I came home to brown colored stain on my kitchen floor, turned out it's melted chocolate.","I came home to brown colored stain on my kitchen floor, turned out it's my dog's poop."
I worked as an exploration Geologist. I got to conduct a unique experiment once.,I worked as an exploration Geologist.
I was ironing my work shirt. I checked the pockets and found a receipt I'd been looking for.,I was ironing my work shirt.
I came back to the cabin to relax after the long day.,I came back to the cabin to find cover during the storm.
I directed a play using preschoolers as cast members. None of the children memorized their lines.,I directed a play using preschoolers as cast members. The children kept wandering off and getting into trouble.
I took my dog for a walk at the park. My dog got in a scuffle with a Chihuahua and he got scared.,I took my dog for a walk at the park. My dog got in a bad fight with a Pitbull and was bitten in the arm.
"I want to pave my driveway. I bought material, i will do it all myself.",I want to pave my driveway. I bought material.
"As I retreated to my rented mountain cabin, the neighbor called out, ""There are all kinds of birds, all over the place here; birdsong and more birdsong!""","As I retreated to my rented mountain cabin, the neighbor called out, ""There are all kinds of bats around here, and watch out for them landing in your hair, they love to do that."""
I went to the vet. My pet got a free groom.,I went to the vet.
I drove my car to the store. I barely had to wait in a line.,I drove my car to the store.
My favorite song by my favorite artist started playing on Spotify. Spotify then started to play songs by an artist that offended me.,My favorite song by my favorite artist started playing on Spotify. My Spotify app crashed and would not re-open.
I showed movies on a sheet in my yard.,I showed movies on a sheet in my yard. I was closed down because of violating Disturbing the Peace laws.
My hotel room smelled like minty air freshener.,My hotel room smelled like stale cigarette smoke.
I went to buy a new TV last week.,"I went to buy a new TV last week. I couldnt find the one i was looking for, i had to get a smaller one."
The swans in the pond outside my apartment swim back and forth.,The swans in the pond outside my apartment chase me up the path.
My brother took me to the holocaust museum.  We got food on the way there.,My brother took me to the holocaust museum. 
"When I was outside, playing with my friends, we saw the ice cream truck drive up and got an ice cream. ","When I was outside, playing with my friends, we saw a semi truck drive by and he honked his horn for us. "
I found my lifelong partner at the mall yesterday ,I couldn't find my lifelong partner at the mall yesterday 
I made my own stepping stones at home using Leaf patterns. The stones I made helped keep my shoes dry.,I made my own stepping stones at home using Leaf patterns.
I went to the beach with my friends. We played volleyball.,I went to the beach with my friends.
I decided to go a trip to the Grand Canyon. I had a good time ride a donkey along the edge.,I decided to go a trip to the Grand Canyon.
I'm going into the garden to water the flowers. ,I'm going into the garden to pull out the weeds.
I decided to bring flowers when I went to my friends' dinner party. I remembered later that the hostess didn't like lilies.,I decided to bring flowers when I went to my friends' dinner party. The hostess said she was severely allergic to lilies and started chain sneezing.
My cousin invited me to go bowling with him.,My cousin invited me to go on his paper route with him.
I took my dog into the pet store with me.  I got several compliments on my dog from others in the store. ,I took my dog into the pet store with me.  I took my dog down the aisle with bones and let her pick out her own bone. 
I burned my marshmallow while trying to cook S'mores over the camp fire.,I burned my hand while trying to cook S'mores over the camp fire.
I decided to pull the fire alarm to get out of taking my final.,I decided to pull the fire alarm to get out of taking my final. A teacher noticed me hanging out near the alarm and I had to abandon my plan.
My friend dared me to streak through a graveyard. I did it and my friends were impressed.,My friend dared me to streak through a graveyard.
I recommended that our company switch to biodegradable plates in the cafeteria. People grumbled but eventually got used to them.,"I recommended that our company switch to biodegradable plates in the cafeteria. They were prone to melting, and the CEO called it the dumbest idea he ever heard."
My family and I went to a new photography studio to have our family photo's done this year.  Their packages were much more affordable than anywhere we have ever been. ,My family and I went to a new photography studio to have our family photo's done this year. 
I got a job as a mechanic for a large garage. I was new to the trade.,I got a job as a mechanic for a large garage. I dropped a large set of wrenches and had to repack them.
I went to a fast food restaurant to pick up my dinner. There was a roach inside the bag of food.,I went to a fast food restaurant to pick up my dinner. There was a shard of glass inside the burger and it stabbed my mouth.
I decided to go on vacation to Brazil. I sweated through my clothes ten minutes after getting dressed.,I decided to go on vacation to Brazil. I contracted intestinal parasites from improperly cooked meat.
I ordered a pair of shoes online but when it arrived the color was a little off.,I ordered a pair of shoes online but when it arrived it was two sizes too small.
I went to summer camp and got to star in the play there.,I went to summer camp and got to watch the play there.
I received a piece of certified mail from my mail man today that I had to sign for. ,I received a piece of certified mail from my mail man today that I had to sign for.  It was a fraud check from an internet scam trying to get me to send money to someone in another country. 
I went to the sink to get some water.  I felt really refreshed after a few drinks.,I went to the sink to get some water.
"I am visiting my friend in the city and we have a bunch of places we plan to visit, so we'll get exercise and have some adventures.","I am visiting my friend in the city and we have a bunch of places we wanted to visit, but most of them are closed because of the pandemic."
I have recently noticed that my hair is getting thinner so I purchased some thickening shampoo and I'm not sure if there has been any improvement.,I have recently noticed that my hair is getting thinner so I purchased some thickening shampoo and I've noticed more hair falling out.
I harvested the corn in my home garden. The yield was barely enough to serve at the barbeque.,I harvested the corn in my home garden. The corn had smut inside the shucks and was inedible.
I drive to the Wendy's down the street.,I drive to the Wendy's down the street. They ran out of ice cream.
I watched the final episode of my favorite TV series. I ate popcorn while I watched.,I watched the final episode of my favorite TV series.
I went into the subway tunnel with all the cash that I need to get to my location. ,I went into the subway tunnel knowing I needed more cash to get to my location. 
My hanging baskets of flowers started to look dull so I decided to prune them.  When I was done they looked more vibrant than when I first bought them. ,My hanging baskets of flowers started to look dull so I decided to prune them. 
I was baking a cake for my mother. It didn't turn out as quite good as I wanted it to.,I was baking a cake for my mother. I accidentally used the wrong color icing and she was upset.
I went to audition for American Idol.,I went to audition for American Idol. The judges told me I had potential but all told me no.
I took a bus ride downtown.,I took a bus ride downtown. The bus was crowded and i had to stand up the whole trip.
I decided to keep a pet rat in my room. He chew through the wires on my lamp.,"I decided to keep a pet rat in my room. He had babies and they escaped, infesting my whole house, damaging wiring in the walls."
My daughter asked me if she could use my laptop for school.  She ended up getting an A on the report she used it to write. ,My daughter asked me if she could use my laptop for school. 
I asked my spouse to call the florist and send flowers to the funeral home where my best friend's father's funeral was being held.  The florist accidentally charged our credit card twice for the flower arrangement. ,I asked my spouse to call the florist and send flowers to the funeral home where my best friend's father's funeral was being held.  When we got to the funeral home and saw the flowers the quality was terrible and they looked dead. 
My lawn company came out to mow my lawn. ,My lawn company came out to mow my lawn.  They forgot to weed whip around the trees in my back yard. 
When I got my pictures back I realized that there was a bird in the background.,When I got my pictures back I realized that there was a booger on my shirt.
I drove to work Monday morning. There was no traffic so I arrived early.,I drove to work Monday morning.
I spent the last day of my vacation buying souvenirs. I found something that they would like.,I spent the last day of my vacation buying souvenirs. I found something that I'm not sure they would like.
I went to the golf tournament and was bored.,I went to the golf tournament and got sick from the rain. 
"I played ball with my son, he threw the ball back but it landed on the ground.","I played ball with my son, he threw the ball back but it landed through the neighbor's window."
I felt the Large package with Bike Tires sticking out.,I felt the Large package with wooden spikes sticking out.
I hosted a 4th of July barbeque. A few people didn't show up.,I hosted a 4th of July barbeque. The city canceled the fireworks show.
"I lied to my mom about my grades. She found out, gave me a whooping and grounded me.",I lied to my mom about my grades. She found out and sent me away to boot-camp.
I saw a rabbit sitting in my backyard earlier today.,I saw a snake sitting in my backyard earlier today.
I went to the spa to hand in my coupon for a free massage. ,I went to the spa to hand them my money for an expensive massage. 
I went on a blind date. We had coffee together.,I went on a blind date.
I agreed to feed my neighbor's fish while they were gone from home on a trip. I learned a lot about the fish and their habits.,I agreed to feed my neighbor's fish while they were gone from home on a trip.
I met my boyfriend at the beach party last weekend ,I was unable to meet my boyfriend at the beach party last weekend 
"I became a genetic counselor, helping people figure out the best plans for their health. The advice I offered families allowed them to have children with long healthy lives.","I became a genetic counselor, helping people figure out the best plans for their health. I offered ideas for improving diets based on genomes."
I stopped at the bakery. I got a donut and a cup of coffee.,I stopped at the bakery. I ordered a donut for breakfast.
I got a parking ticket after I parked illegally.,My car got towed after I parked illegally.
I was working at the factory. My boss brought lunch for the department.,I was working at the factory.
"Its been a long couple of weeks. Im getting my vacations, i have work to do at home.",Its been a long couple of weeks.
I had an unfortunate experience when I was arrested. I was finally allowed to go free after 2 long nights.,"I had an unfortunate experience when I was arrested. I was jailed, then lost my trial."
I was on a road trip with my family. My father bought us sodas and chips.,I was on a road trip with my family. My father bought us all sodas.
I learned to fix my own computer. I turned that skill into a successful business and could help my friends.,I learned to fix my own computer. I turned that skill into a way to help friends.
I left an hour early to get to work today. I avoided the heavy traffic.,I left an hour early to get to work today. I was almost late because I had to take a detour because there was road work.
I wanted a leopard for a pet.,I wanted a leopard for a pet.  My dad tried to get me a leopard but couldn't afford it.
I made a three point shot in the fourth quarter. ,I sprained my ankle in the fourth quarter. 
"A pocket gopher decided to live nearby. The animal came into my yard, causing concern.","A pocket gopher decided to live nearby. The rodent dug into my yard, tunneling."
My doctor told me I might throw out my back if I start lifting weights.,My doctor told me I might have a heart attack if I start lifting weights.
I called down to the desk for room service. They had exactly what I wanted.,I called down to the desk for room service. They said the wait would be minimal.
I tried out and was able to play Professional poker.,I tried out and was able to play amateur poker.
"I designed a new website for my business. The design was poor and several bloggers called attention to how awful it was, causing the business to lose a lot of business.",I designed a new website for my business. The design was accused of being stolen and I was sued.
I decided to read a John Grisham novel. I found the courtroom scenes tedious.,I decided to read a John Grisham novel. I thought the whole thing was predictable and preachy.
I spent the afternoon running around my lawn with my puppy. ,I spent the afternoon running around my lawn with my lawnmower. 
I am baking cookies. Some are soft and chewy.,I am baking cookies.
"I decided to try some new teas at a local tea shop. It was a nice, relaxing break in my afternoon.",I decided to try some new teas at a local tea shop.
I forgot to pay my rent.,I forgot to pay my rent. My landlord put a pay or quit notice on my front door.
My teacher gave us a pop quiz. I knew all of the answers.,My teacher gave us a pop quiz. The material was vaguely familiar to me.
I was working in a kitchen. I burned my finger on the stove.,I was working in a kitchen. My boss fired me yesterday.
"I wore jeans to the game, and needed a belt.","I wore jeans to the game, and noticed a hole in the crotch."
I entered a pie eating contest. I ate a lot but lost the contest badly.,I entered a pie eating contest. I became very sick and had to be hostpitalized.
I played a game of hockey with my friends. There was a huge verbal argument.,I played a game of hockey with my friends. The game ended with a huge fight.
My aunt and I played chess and I won the game and she lost the game.,My aunt and I played chess and I lost the game and she won the game.
"I finally got a big water bottle instead of using plastic bottles, it is less convenient.","I finally got a big water bottle instead of using plastic bottles, the lid leaks all the time."
"I made pizza for lunch. It was flavourful, i added cheese and pesto.",I made pizza for lunch. It what I expected it would be.
I was a half an hour late to the Sunday church service. ,I was a half an hour late to the Sunday church service.  Everyone looked back at me with nasty looks as I walked in to find my seat. 
I transferred some spending money to my teenage daughter's account and discovered her donating half of it for charity.,I transferred some spending money to my teenage daughter's account and discovered her giving half of it to her boyfriend.
"I skipped school with some friends.  My mom drove by and saw me, picked me up and brought me back to school. ",I skipped school with some friends.  I got caught by the school and had to stay after school for detention. 
The diner I chose to eat breakfast at was crowded.,The diner I chose to eat breakfast at was closed.
I decided to explore a cave in Mexico on my spring break. I found the dark and quiet very peaceful.,I decided to explore a cave in Mexico on my spring break.
"I had to get ready for church, so I got dressed, put on makeup, walked to the bus stop and the bus was right on time, so I was on time to church.","I had to get ready for church, so I got dressed, put on makeup, walked to the bus stop and the bus was late, so I was late to church."
I threw a quinceanera for my granddaughter.,I threw a quinceanera for my granddaughter. She got so nervous she threw up.
I cooked dinner for my husband.,I cooked dinner for my husband. My husband said I didn't put enough salt but ate the food anyway.
I was riding on a boat in the lake. We ran out of gas and had to get towed.,I was riding on a boat in the lake. We hit a rock in the middle of the lake and the boat sank.
"I joined the coast guard and went out to sea. I had a good time, enjoying the ocean with the other guards.",I joined the coast guard and went out to sea.
I tried to make jerky at home.,I tried to make jerky at home. It got so hard it couldn't be chewed.
I decided to go to my local library.  I found my favorite book and checked it out. ,I decided to go to my local library.  I stayed for a bit and read a magazine. 
I went to the golf course. My friend paid for us to play and I won the round.,I went to the golf course. My friend paid for us to play the round.
I took a trip to the ocean. I went to the beach but it was overcast the whole time.,I took a trip to the ocean. It rained the whole time I was in town.
I am looking for a house. I saw one that i like and adjusts to my budget.,I am looking for a house. I have a couple of houses i might look into.
I carried two bags of groceries back home. One of the bags ripped open.,I carried two bags of groceries back home. It began to rain and ruin everything I bought.
I cooked dinner for my parents. The food got slightly burnt.,I cooked dinner for my parents. It gave them food poisoning.
I arrived at the hotel. There was free soda in the front lobby.,I arrived at the hotel.
I hired a pest contractor to inspect my home.,I hired a pest contractor to inspect my home. I was told that the messy crawl space needed to be placed in order to reduce rodent hiding areas.
I took my wife to a steak house for our anniversary.,I took my wife to Burger King for our anniversary.
I took my niece to the build-a-bear workshop at the mall. She had a lot of fun customizing a pink and green bear.,I took my niece to the build-a-bear workshop at the mall.
I was cleaning the cat's litter box. It smelled really bad.,I was cleaning the cat's litter box. It smelled bad and looked gross.
I went to the doctor to see if I needed glasses. She told me my vision was 20/20.,"I went to the doctor to see if I needed glasses. She said I might need glasses in a few years, but not now."
I stop by the local convenience store every morning to get a breakfast sandwich.,I stop by the local convenience store every morning to get a breakfast sandwich. This morning the bread seemed stale.
I had trouble memorizing the information before the test. I didn't do very well on my test.,I had trouble memorizing the information before the test. I failed the test.
I bought take out the other day.,I bought take out the other day. The food was more expensive than I thought it would have been.
"I made up my mind to go grocery shopping for my urgent needs. I couldn't find any toilet paper, which I was out of.",I made up my mind to go grocery shopping for my urgent needs. I grabbed the last pack of Paper Towels but was tackled by a woman and had it wrested from my hands.
"I tried to train for a marathon, trying to push myself.","I tried to train for a marathon, trying to push myself. I ran up a tall hill, going fast."
I was visiting my grandpa in the nursing home. He ignored me the whole time I was there.,I was visiting my grandpa in the nursing home. He yelled at me and told me to get lost.
"I went to the pharmacy to pick up my prescription. I was told there were no refills, I had to call my doctor right then to straighten it out.",I went to the pharmacy to pick up my prescription. I was arrested for shoplifting while I was there.
I saw the forecast predicted a snowstorm. I had weatherproofed so it would not do any damage to my property.,I saw the forecast predicted a snowstorm.
I saw a wild mountain lion while hiking alone.,I saw a wild mountain lion while hiking alone. I froze in fear when I saw it.
"When I paid the babysitter, she said that my kids were very easygoing.","When I paid the babysitter, she said that my kids were little hellions."
My aunt took me and my siblings to Disney World over the summer.  The hotel we stayed at had an indoor swimming pool where we went swimming. ,My aunt took me and my siblings to Disney World over the summer. 
I had to go to the dentist. My teeth were in perfect condition.,I had to go to the dentist. They discovered a cavity before it got too bad.
I went foraging in the forest for food.,"I went foraging in the forest for food. I got lost and had to spend the night in the woods, shivering."
I was playing football with my friends. I missed the pass and we lost the game.,I was playing football with my friends. I missed the ball and it hit me in the face.
I dug up a dying tree in my front yard. The roots were deep.,I dug up a dying tree in my front yard. The tree was diseased and the disease spread to other trees.
I went fishing today.,I went fishing today. I felt a bite on the line but the fish got away.
I went to the doctor for my annual checkup.,I went to the doctor for my annual checkup. I have high blood pressure
"I started my own film club. We were so large we were able to have Brad Pitt and Al Pacino speak at our festival, bringing even larger crowds. We facilitated inspiring and interesting conversations.",I started my own film club. The club meetings yielded great discussion and insight.
I took my cat to the vet,I took my cat to the vet. The vet found a splinter in his paw.
I decided to hire a personal trainer. The trainer was rude and demanding.,I decided to hire a personal trainer. The trainer pushed me so hard I pulled a muscle.
"I made a hanging garden basket to create a food source. I had fresh salad fixings when the store ran out of food, feeding my family.","I made a hanging garden basket to create a food source. The basket was a source of envy for my friends, who copied my efforts."
I go out with my dog in the park so he can run around. ,I go out with my dog in the park so he can relieve himself. 
I lost a bet with my kids. I had to give them a piggy back ride.,I lost a bet with my kids. I had to make dinner for them.
I got a job at the train station working at the ticket booth.,I got a job at the train station working as a janitor.
When I went to court last friday I was given six months on probation.,When I went to court last friday I was given six months incarceration.
I was working my my barn on the farm. I fell into a pile of horse poop when I was in the barn.,I was working my my barn on the farm. I was kicked by my horse and my shoulder was broken.
I took my skateboard to the skate park to skate.,I took my skateboard to the driveway in front of the house to skate.
I got into the exclusive night club because I guessed the entrance password.,I couldn't get into the exclusive night club because I guessed the entrance password incorrectly.
I found the perfect dress for prom.  The dress fit perfectly and did not need to be tailored at all. ,I found the perfect dress for prom. 
"I managed to install my own new garbage compactor, I accidentally dropped my egg salad in it though.","I managed to install my own new garbage compactor, I accidentally dropped my model airplane set in it though."
My boyfriend was barbequeing on the pit. He cooked chicken.,My boyfriend was barbequeing on the pit.
"My friends and I waited in the waiting room for the skydiving instructor, tingling with anticipation.","My friends and I waited in the waiting room for the skydiving instructor, shaking with fear."
I couldn't ride on my skateboard because it was raining outside.,I couldn't ride on my skateboard because one of the wheels was broken.
"I went down to the post office to mail a letter but realized I'd forgotten stamps, so I bought some.","I went down to the post office to mail a letter but realized I'd forgotten stamps, and the post office didn't have any for sale."
I went out to eat at a restaurant with friends. Someone at another table paid for our meal,I went out to eat at a restaurant with friends
My girlfriend and I went to Florida for spring break. It was very loud and crowded.,"My girlfriend and I went to Florida for spring break. People were puking all over the place, we just couldn't stand it."
I smelled something burning. It was a marshmallow.,I smelled something burning. It was scorched toast.
I was walking to school one day. It took me less time than usual.,I was walking to school one day.
"I was pulling out weeds, the sun was out.","I was pulling out weeds, I got bit by a bee."
I never learned to weed a garden.  I hired some people to help me learn.,I never learned to weed a garden.
"When I got on the subway to go to the library and then the gym, I was surprised to see someone from school I barely knew but would like to get to know, carrying and gym bag and a school backpack.","When I got on the subway to go to the library and then the gym, I was surprised to see someone from school I barely knew and felt uneasy around, carrying a full set of antlers on a packed subway."
